Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
Miller High Life,Lager - Adjunct,Miller Brewing Co.,15,16,5,8,12,3,5,3,14,5,30,2.483173,2.962981,2.864423,2.887019,3.3625,4.6,8.0,18.0,1040
Miller High Life Light,Lager - Light,Miller Brewing Co.,13,16,5,6,7,0,1,0,8,0,18,2.248756,2.701493,2.475124,2.427861,2.893035,4.1,8.0,12.0,201
Miller Lite,Lager - Light,Miller Brewing Co.,10,9,6,7,6,5,2,4,9,2,15,2.007394,2.349815,2.260166,2.208872,2.758318,4.17,8.0,12.0,1082
Milwaukee's Best,Lager - Adjunct,Miller Brewing Co.,21,17,11,15,15,11,4,5,38,2,53,2.25,2.75,2.25,1.5,2.0,4.8,8.0,18.0,2
Milwaukee's Best Ice,Lager - Adjunct,Miller Brewing Co.,24,41,29,19,23,7,3,6,34,3,57,2.1,2.597143,2.402857,2.268571,2.602857,5.9,8.0,18.0,175
Milwaukee's Best Light,Lager - Light,Miller Brewing Co.,15,13,8,15,12,3,5,1,31,1,49,1.880795,2.155629,2.165563,2.082781,2.629139,4.2,8.0,12.0,151
Miner Mishap,Lager - Schwarzbier,Choc Beer Co. / Pete's Place,18,81,13,58,82,14,0,5,29,15,121,3.476471,3.711765,3.470588,3.494118,3.541176,5.3,20.0,30.0,85
Minerva Pale Ale,Mild Ale - English Pale,Cervecería Minerva,8,14,7,32,31,18,0,19,49,1,50,3.2,3.8,3.5,3.7,3.8,6.0,15.0,25.0,5
Mirror Mirror,Barleywine - English,Deschutes Brewery,18,56,19,32,119,28,0,77,29,18,104,4.122807,4.117794,4.154135,4.246867,4.096491,11.0,40.0,60.0,399
Mirror Pond Pale Ale,Pale Ale - American,Deschutes Brewery,19,27,2,51,48,40,0,38,88,3,67,3.796943,3.881368,3.804949,3.945415,4.097525,5.0,25.0,50.0,687
Mischief,Strong Ale - Belgian Pale,The Bruery,21,32,16,57,52,58,0,90,65,41,24,4.045994,4.096439,3.982196,4.045994,4.034125,8.5,20.0,40.0,337
Misery,Wheat Beer - Wheatwine,DuClaw Brewing Company,8,59,49,25,127,68,0,93,31,9,121,3.954545,3.818182,3.909091,3.977273,3.863636,10.0,45.0,85.0,22
Mission Amber,Altbier,Mission Brewery,24,36,9,59,55,20,2,18,80,7,132,3.588235,3.735294,3.411765,3.588235,3.470588,5.0,25.0,50.0,17
Mississippi Mud Black & Tan,Porter - American,Mississippi Brewing Co.,13,26,4,25,26,1,1,1,15,3,57,2.923729,3.444915,2.937853,2.935028,3.108757,5.0,20.0,40.0,354
Mjød,Braggot,Valkyrie Brewing,22,39,37,8,180,81,1,86,15,20,70,3.815789,3.815789,3.5,3.684211,3.631579,9.0,20.0,40.0,19
Moby D,Altbier,Buzzards Bay Brewing,26,37,14,65,57,33,0,33,107,3,98,3.545455,4.136364,3.636364,3.681818,3.909091,5.0,25.0,50.0,11
Mocha Porter,Porter - American,Rogue Ales,6,93,16,113,65,7,0,7,44,11,145,3.839009,4.047214,3.791022,3.928019,3.904025,5.6,20.0,40.0,1292
Modelo Especial,Lager - Adjunct,Grupo Modelo S.A. de C.V.,23,19,4,21,19,14,2,10,34,4,43,2.626126,2.912162,2.920045,2.906532,3.207207,4.4,8.0,18.0,444
Mogli,Porter - Imperial,Caldera Brewing Company,8,111,30,31,104,4,0,4,14,23,108,4.5,4.25,4.3,4.5,4.5,8.5,35.0,50.0,10
Mogul Madness Ale,Winter Warmer,Rogue Ales,13,62,43,109,58,27,0,31,124,17,105,3.743478,4.017391,3.76087,3.756522,3.769565,6.6,35.0,50.0,115
Moinette Blond,Strong Ale - Belgian Pale,Brasserie Dupont sprl,29,44,31,29,90,64,3,92,62,48,71,4.100733,4.261905,4.102564,4.181319,4.095238,8.5,20.0,40.0,273
Moinette Brune,Strong Ale - Belgian Dark,Brasserie Dupont sprl,13,51,25,16,109,45,0,84,22,28,54,3.916667,3.936667,3.813333,3.856667,3.846667,8.5,25.0,50.0,150
Mojave Red,Lager - American Amber / Red,Indian Wells Brewing Company,8,38,9,39,74,20,1,27,37,1,80,2.827586,3.172414,2.827586,2.706897,2.793103,0.0,18.0,30.0,29
Mokah,Stout - American Imperial,Southern Tier Brewing Company,5,108,17,70,87,2,0,1,18,8,126,4.261029,4.0,4.050551,4.160846,3.952206,10.0,50.0,80.0,544
Moloko,Stout - Sweet / Milk,Three Floyds Brewing Co. & Brewpub,5,124,9,66,90,20,0,14,38,13,117,4.009926,4.026055,4.08933,4.140199,4.122829,8.0,15.0,25.0,403
Molson Brador,Lager - Malt Liquor,Molson Coors Canada,5,24,8,12,26,10,0,11,14,3,48,2.522727,2.909091,2.795455,2.818182,3.0,6.0,10.0,30.0,22
Molson Canadian Lager,Lager - Adjunct,Molson Coors Canada,31,36,11,7,27,7,4,9,11,2,65,2.666667,2.976344,2.97957,2.939785,3.289247,5.0,8.0,18.0,465
Molson Canadian Light,Lager - Light,Molson Coors Canada,22,31,6,22,27,14,0,10,28,4,45,2.489583,2.75,2.770833,2.78125,3.0625,4.0,8.0,12.0,48
Molson Exel,Low Alcohol Beer,Molson Coors Canada,11,12,5,9,20,4,0,1,11,0,18,1.888889,3.055556,2.277778,2.111111,2.333333,0.5,10.0,20.0,9
Molson Export,Blonde Ale - American,Molson Coors Canada,19,31,6,33,30,25,0,18,39,2,43,2.75,3.117021,3.132979,3.159574,3.398936,5.0,15.0,25.0,94
Molson Golden,Lager - American,Molson Coors Canada,16,20,6,25,14,9,3,2,33,4,43,2.532178,2.928218,2.846535,2.762376,3.032178,5.0,30.0,45.0,202
Molson Ice,Lager - Adjunct,Molson Coors Canada,21,18,22,18,24,12,4,8,38,3,55,2.309816,2.812883,2.684049,2.625767,2.815951,5.6,8.0,18.0,163
Molson XXX,Lager - Malt Liquor,Molson Coors Canada,9,29,45,34,34,10,4,1,56,3,79,2.463235,2.946078,2.622549,2.47549,2.610294,7.3,10.0,30.0,204
Monastyrskiy Black Currant Kvas,Kvass,Monastyrskiy Kvas,2,7,0,0,44,14,0,27,0,2,12,4.1,3.6,3.1,3.6,3.5,1.5,0.0,0.0,5
Monastyrskiy Kvas,Kvass,Monastyrskiy Kvas,8,34,4,15,84,16,1,33,14,7,68,3.1875,2.9375,2.8125,3.0625,3.0625,1.5,0.0,0.0,8
Monastyrskiy Okroshka Kvass (Монастырский Окрошка Квас),Kvass,Monastyrskiy Kvas,11,15,4,7,38,12,1,8,2,0,37,3.5,3.25,2.875,3.625,3.625,1.5,0.0,0.0,4
Monk's Blood,Strong Ale - Belgian Dark,21st Amendment Brewery,9,32,36,20,104,30,0,84,13,51,36,3.742588,3.892183,3.729111,3.78841,3.729111,8.3,25.0,50.0,371
Monk's Café Flemish Sour Ale,Sour - Flanders Oud Bruin,Brouwerij Van Steenberge N.V.,21,32,8,9,73,122,0,82,12,3,30,3.804273,3.960739,3.79157,3.87067,3.828522,5.5,20.0,25.0,866
Monk's Mistress,Strong Ale - Belgian Dark,Midnight Sun Brewing Co.,19,61,39,19,124,52,0,89,9,26,93,4.071918,4.136986,3.996575,4.078767,4.010274,11.5,25.0,50.0,146
Monk's Stout Dupont,Stout - English,Brasserie Dupont sprl,24,70,9,54,62,39,0,35,24,29,98,3.236842,3.894737,2.736842,2.789474,2.894737,5.2,20.0,40.0,19
Monkey Wrench Strong Ale,Strong Ale - English,Daleside Brewery,15,69,25,40,79,25,1,35,40,7,114,3.678571,3.794643,3.723214,3.875,3.946429,5.3,40.0,60.0,56
Montana Trout Slayer Wheat Ale,Wheat Beer - American Pale,Big Sky Brewing Company,19,37,6,35,29,33,2,32,53,1,71,3.467347,3.620408,3.595918,3.508163,3.761224,5.0,10.0,35.0,245
Monteith's Black,Lager - Schwarzbier,Monteith's Brewing Co.,12,77,7,40,61,8,0,4,17,8,108,3.368421,3.666667,3.45614,3.54386,3.631579,5.2,20.0,30.0,57
Montejo,Pilsner - Bohemian / Czech,Grupo Modelo S.A. de C.V.,19,25,4,22,25,14,0,14,31,3,48,2.765625,2.875,3.109375,3.03125,3.203125,4.5,30.0,45.0,32
Monterey Bay Wheat,Wheat Beer - Kristallweizen,English Ales Brewery,1,4,0,2,7,5,1,4,3,1,16,3.0,2.75,3.5,3.75,3.25,4.5,10.0,15.0,2
Monty Python's Holy Grail Ale,Pale Ale - English,Black Sheep Brewery PLC,20,42,8,38,45,44,2,46,61,2,80,3.336735,3.673469,3.413265,3.394558,3.517007,4.7,20.0,40.0,588
Moo Joos,Stout - Sweet / Milk,Brau Brothers Brewing Co. LLC,9,85,9,43,63,18,2,5,15,1,98,3.977011,3.706897,3.827586,3.977011,3.954023,5.8,15.0,25.0,87
Moo Thunder Stout Farmhouse Ale,Stout - Sweet / Milk,Butternuts Beer & Ale,6,85,3,25,54,5,0,2,12,2,59,3.557348,3.673835,3.379928,3.571685,3.663082,4.9,15.0,25.0,279
Moo-Hoo Chocolate Milk Stout,Stout - Sweet / Milk,Terrapin Beer Company,9,153,8,70,84,9,1,3,56,11,128,3.825806,3.917742,3.879032,3.969355,4.01129,6.1,15.0,25.0,310
Moon Man No Coast Pale Ale,Pale Ale - American,New Glarus Brewing Company,24,31,8,36,31,33,3,41,47,2,39,4.128472,3.987847,3.949653,4.039931,4.296875,5.0,25.0,50.0,288
Moondog Ale,Bitter - English Extra Special / Strong Bitter (ESB),Great Lakes Brewing Company,29,54,12,90,71,47,3,52,171,13,120,3.810897,3.862179,3.951923,3.980769,4.217949,5.5,20.0,40.0,156
Moonglow Weizenbock,Bock - Weizenbock,Victory Brewing Company,7,31,24,13,67,36,0,72,9,33,62,4.051988,3.977064,3.996177,4.067278,3.970183,8.7,15.0,35.0,654
Moonraker AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,14,55,41,20,97,37,0,69,15,25,77,3.655172,3.625,3.625,3.642241,3.534483,7.5,40.0,60.0,116
Moosbacher Kellerbier,Lager - Kellerbier / Zwickelbier,Private Landbrauerei Scheuerer,15,34,12,26,68,19,1,27,32,9,121,3.429245,3.495283,3.462264,3.54717,3.726415,5.2,20.0,40.0,106
Moosbacher Schwarze Weisse,Wheat Beer - Dunkelweizen,Private Landbrauerei Scheuerer,8,35,3,17,52,40,0,44,14,19,86,3.5,3.766234,3.344156,3.37013,3.545455,5.0,10.0,15.0,77
Moose Drool Brown Ale,Brown Ale - American,Big Sky Brewing Company,9,52,4,49,57,5,0,7,36,10,101,3.614721,3.80305,3.605438,3.70557,3.807692,5.1,25.0,45.0,754
Morimoto Black Obi Soba Ale,IPA - Black / Cascadian Dark Ale,Rogue Ales,17,59,10,53,47,17,1,16,38,17,112,3.609914,3.920259,3.627155,3.704741,3.700431,4.8,50.0,70.0,232
Morimoto Imperial Pilsner,Pilsner - Imperial,Rogue Ales,18,46,25,61,48,24,4,29,108,13,61,3.94582,4.095975,4.065015,4.157895,4.037152,8.8,30.0,65.0,323
Moritz Epidor,Lager - European Strong,"Cervezas Moritz, S.A.",2,4,5,5,12,2,0,2,7,1,15,3.25,2.5,2.75,2.75,2.75,7.2,15.0,40.0,2
Morocco Ale,Strong Ale - English,Daleside Brewery,11,68,22,39,67,20,2,31,46,37,111,3.741071,3.714286,3.544643,3.714286,3.607143,5.5,40.0,60.0,56
Mort Subite Blonde Lambic,Lambic - Traditional,Brouwerij Mort Subite,4,1,0,4,4,11,0,4,6,0,0,4.0,4.5,4.0,4.0,4.0,5.5,0.0,10.0,1
Mort Subite Faro,Lambic - Faro,Brouwerij Mort Subite,3,10,4,1,38,21,0,7,1,0,15,3.5,3.642857,3.571429,3.642857,4.071429,5.0,0.0,10.0,7
Mort Subite Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,12,20,6,3,86,95,0,60,9,5,14,3.5,3.745455,3.409091,3.363636,3.527273,4.5,0.0,10.0,110
Mort Subite Kriek,Lambic - Fruit,Brouwerij Mort Subite,15,19,6,1,68,70,0,70,6,0,4,3.525,3.845,3.55,3.535,3.585,4.5,15.0,21.0,100
Mort Subite Oude Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,26,38,10,9,82,159,1,92,6,7,33,3.769231,3.884615,3.769231,3.846154,3.653846,7.0,0.0,10.0,13
Mosquito Beach,California Common / Steam Beer,Lake Louie Brewery Company,8,29,4,33,41,14,3,22,54,3,75,3.666667,3.916667,3.791667,3.916667,4.083333,6.0,35.0,45.0,12
Mother Of All Storms,Barleywine - English,Pelican Pub & Brewery,10,66,86,37,156,34,1,77,12,27,168,4.519305,4.206564,4.397683,4.523166,4.281853,14.0,40.0,60.0,259
Mother Pumpkin Ale,Pumpkin Beer,Blue Point Brewing Company,11,37,6,7,38,11,0,89,10,80,40,3.443548,3.717742,3.233871,3.362903,3.370968,5.5,5.0,70.0,62
Mother's Milk Stout,Stout - Sweet / Milk,Keegan Ales,5,112,6,41,64,6,0,0,19,4,77,3.756906,3.867403,3.685083,3.825967,3.870166,6.0,15.0,25.0,181
Mothership Wit,Wheat Beer - Witbier,New Belgium Brewing,6,31,12,7,25,43,3,67,39,33,52,3.584545,3.554545,3.551818,3.6,3.815455,4.8,10.0,20.0,550
Motor Boat,Bitter - English Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,18,48,6,92,57,38,2,39,144,9,87,3.757353,3.805147,3.698529,3.805147,3.878676,5.6,20.0,40.0,136
Motor City Brewing Ghettoblaster,Mild Ale - English Dark,Motor City Brewing Works,25,48,22,46,67,44,3,32,70,11,155,3.324324,3.621622,3.283784,3.5,3.648649,4.2,20.0,30.0,37
Mountain Goat Steam Ale,California Common / Steam Beer,Mountain Goat Beer Pty Ltd,29,32,8,32,41,54,0,53,43,8,42,3.357143,3.452381,3.52381,3.380952,3.619048,4.5,35.0,45.0,21
Mountain Holidays In Vermont,Bock - Traditional,Rock Art Brewery,12,74,12,48,88,22,1,25,47,26,119,3.701299,3.837662,3.805195,3.746753,3.824675,5.8,20.0,30.0,77
Mountain Lager,Lager - European / Dortmunder Export,Appalachian Brewing Company,14,32,7,23,31,9,1,10,36,3,67,3.288235,3.588235,3.447059,3.470588,3.741176,4.5,23.0,29.0,85
Mourning Wood,Red Ale - American Amber / Red,Local Option,9,46,11,100,44,8,0,2,24,12,140,4.5,3.5,4.0,3.5,4.0,7.3,25.0,45.0,1
Muddy Creek Lager,Lager - American Amber / Red,The Defiant Brewing Company,17,40,7,43,36,11,0,12,51,4,71,3.4375,3.875,3.6875,3.625,3.59375,5.6,18.0,30.0,16
Mudpuppy,Porter - American,Central Waters Brewing Company,6,79,7,53,78,11,0,14,26,2,101,3.861878,4.008287,3.88674,3.933702,3.991713,5.8,20.0,40.0,181
Munich-Style Lager,Lager - Helles,Thomas Hooker Brewing Company,34,46,4,42,41,21,2,17,54,8,79,3.804,3.888,3.988,4.052,4.236,4.8,18.0,25.0,125
Munsterfest,Lager - Märzen / Oktoberfest,Three Floyds Brewing Co. & Brewpub,18,46,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.745989,3.748663,3.893048,6.0,18.0,25.0,187
Murphy's Irish Red,Red Ale - Irish,Murphy Brewery Ireland Limited,17,34,8,34,45,14,0,20,50,3,80,2.94795,3.528391,3.195584,3.143533,3.301262,5.0,20.0,30.0,317
Murphy's Irish Stout,Stout - Irish Dry,Murphy Brewery Ireland Limited,15,98,9,36,38,5,0,3,18,4,76,3.488802,4.25084,3.765957,3.670213,3.943449,4.0,30.0,40.0,893
My Antonia,Pilsner - Imperial,Dogfish Head Brewery,14,37,18,55,37,35,0,43,62,13,47,3.915493,4.200704,4.003521,4.08216,4.103286,7.5,30.0,65.0,426
My Bloody Valentine,Red Ale - American Amber / Red,AleSmith Brewing Company,10,64,11,71,86,40,2,56,99,10,94,4.034091,4.102273,3.965909,4.011364,4.227273,6.66,25.0,45.0,44
Myrcenary Double IPA,IPA - Imperial,Odell Brewing Company,9,50,30,56,37,42,0,71,97,1,25,4.279456,4.123867,4.128399,4.321752,4.26284,9.3,65.0,100.0,331
Mythos Hellenic Lager Beer,Lager - European Pale,Mythos Breweries S.A.,24,22,3,36,20,3,5,3,70,13,63,2.571078,2.931373,2.740196,2.605392,2.860294,4.7,18.0,25.0,204
Märzen,Lager - Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,7,30,9,21,52,16,0,12,21,4,72,3.4,3.658824,3.507843,3.547059,3.694118,5.7,18.0,25.0,255
Mélange No. 3,Strong Ale - American,The Bruery,6,60,61,18,99,23,0,57,10,21,114,4.422727,4.063636,4.295455,4.422727,4.090909,16.3,40.0,100.0,110
Mönchsambacher Lager,Lager - Kellerbier / Zwickelbier,Brauerei Zehendner GmbH,35,39,5,53,37,38,1,38,77,20,63,4.230769,4.288462,4.384615,4.384615,4.634615,5.5,20.0,40.0,26
Mönchshof Bockbier,Bock - Traditional,Kulmbacher Brauerei AG,12,40,20,31,92,33,3,41,37,6,91,3.709677,3.935484,3.709677,3.83871,3.806452,6.9,20.0,30.0,31
Mönchshof Kellerbier,Lager - Kellerbier / Zwickelbier,Kulmbacher Brauerei AG,20,34,10,31,59,26,0,30,59,8,96,3.694656,3.916031,3.854962,3.870229,4.072519,5.4,20.0,40.0,131
Mönchshof Landbier,Lager - European / Dortmunder Export,Kulmbacher Brauerei AG,13,32,3,25,20,7,1,3,43,6,42,3.25,3.45,3.15,3.45,3.5,5.4,23.0,29.0,10
Mönchshof Schwarzbier,Lager - Schwarzbier,Kulmbacher Brauerei AG,13,70,5,43,52,11,1,14,34,7,100,3.851275,4.056657,3.92068,4.032578,4.189802,4.9,20.0,30.0,353
Mørke - Pumpernickel Porter,Porter - Baltic,Beer Here,17,128,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.212871,4.19802,4.069307,7.5,25.0,45.0,101
Münchner Hell (Original Munich Lager),Lager - Helles,Paulaner Brauerei GmbH & Co. KG,31,30,8,18,40,17,10,18,29,7,74,3.533582,3.629353,3.666667,3.737562,3.99005,4.9,18.0,25.0,402
N'Ice Chouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,20,43,49,25,89,41,0,64,47,44,86,3.983503,4.063452,4.020305,4.129442,4.005076,10.0,25.0,50.0,394
NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),Blonde Ale - American,New Orleans Lager & Ale Brewing Company (NOLA),10,24,7,36,49,52,2,44,52,3,66,3.770833,3.9375,3.895833,3.791667,4.083333,4.9,15.0,25.0,24
Naked Fish,Stout - American,DuClaw Brewing Company,13,89,10,53,139,21,0,74,12,4,114,3.837838,3.716216,3.472973,3.797297,3.810811,4.6,35.0,60.0,37
Namaste White Belgian-Style Witbier,Wheat Beer - Witbier,Dogfish Head Brewery,14,29,5,12,11,45,0,54,32,29,32,3.990291,3.987055,3.89644,3.998382,4.085761,4.8,10.0,20.0,309
Nanny State,Low Alcohol Beer,BrewDog,20,43,37,118,48,57,2,89,146,15,89,3.655172,3.775862,2.586207,2.62069,3.034483,0.5,10.0,20.0,29
Narragansett Bock,Bock - Maibock,Narragansett Brewing Co.,15,54,16,65,90,29,1,44,86,12,136,3.707547,4.150943,4.04717,4.018868,4.084906,6.5,20.0,38.0,53
Narragansett Lager,Lager - Adjunct,Narragansett Brewing Co.,30,17,2,28,20,8,4,10,36,3,37,3.198077,3.451923,3.440385,3.475,3.780769,5.0,8.0,18.0,260
Narwhal Imperial Stout,Stout - Russian Imperial,Sierra Nevada Brewing Co.,3,69,18,73,57,16,0,25,25,15,118,3.875,4.375,3.875,4.125,3.0,10.2,50.0,90.0,4
National Bohemian Beer,Lager - Adjunct,Pabst Brewing Company,14,24,2,15,14,7,2,5,23,4,27,2.64433,2.798969,3.092784,3.087629,3.57732,4.28,8.0,18.0,97
Natte,Dubbel,Brouwerij 't IJ,16,40,16,29,70,45,0,52,39,29,71,3.453125,3.65625,3.421875,3.359375,3.34375,6.5,15.0,30.0,32
Natty Daddy (8%),Lager - Malt Liquor,Anheuser-Busch,5,26,30,8,34,16,0,10,6,0,31,2.8125,2.96875,2.59375,2.625,2.75,8.0,10.0,30.0,16
Natural Ice,Lager - Adjunct,Anheuser-Busch,4,19,13,9,17,5,0,5,11,1,18,1.81993,2.136364,2.115385,1.942308,2.339161,5.9,8.0,18.0,286
Natural Light,Lager - Light,Anheuser-Busch,9,9,5,3,5,5,0,4,4,2,11,1.68609,1.843985,1.927632,1.824248,2.521617,4.2,8.0,12.0,532
Naughty 90,IPA - English,Toppling Goliath Brewing Company,17,40,21,57,54,24,0,33,73,29,102,4.375,4.625,4.625,4.75,4.5,8.0,35.0,60.0,4
Naughty Hildegard ESB,Bitter - English Extra Special / Strong Bitter (ESB),Driftwood Brewery,9,48,11,97,55,49,0,65,129,6,89,4.25,4.285714,4.107143,4.142857,4.142857,6.5,20.0,40.0,14
Neapolitan Milk Stout,Stout - Sweet / Milk,Saugatuck Brewing Company,2,109,7,25,96,8,0,54,16,27,84,4.0625,3.9375,4.0,4.25,4.125,6.0,15.0,25.0,8
Ned,Sour - Flanders Red Ale,Alpine Beer Company,49,39,7,6,52,162,0,80,7,9,17,4.067568,4.054054,3.756757,3.972973,4.0,5.17,10.0,25.0,37
Negra,Lager - Munich Dunkel,Mahou S.A.,13,45,11,47,59,13,3,16,34,3,104,3.105263,3.473684,3.421053,3.447368,3.578947,5.5,15.0,25.0,19
Negra Modelo,Lager - Munich Dunkel,Grupo Modelo S.A. de C.V.,7,29,5,21,42,6,0,9,27,5,89,3.149644,3.442399,3.317696,3.407957,3.5962,5.4,15.0,25.0,842
Nelson,IPA - American,Alpine Beer Company,26,45,7,60,50,85,2,128,78,13,49,4.436603,4.157895,4.163876,4.357656,4.37201,7.0,50.0,70.0,418
Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,Mikkeller ApS,37,27,10,39,86,119,2,111,47,8,22,4.236111,4.111111,4.027778,4.180556,4.125,9.0,10.0,35.0,36
Nero's 1st Century Double Dark Malt Ale,Bock - Traditional,Amarcord Birra Artigianale Italiana,13,41,20,23,97,36,0,46,26,13,81,2.833333,3.833333,3.0,2.916667,3.083333,8.0,20.0,30.0,6
Nesher Malt,Kvass,Tempo Beer Industries LTD,1,10,4,10,35,0,0,2,5,0,38,3.0,3.25,3.25,2.5,2.75,1.5,0.0,0.0,2
NetherWorld Cascadian Dark Ale,IPA - Black / Cascadian Dark Ale,Flying Monkeys Craft Brewery,30,72,8,124,46,41,0,53,115,13,111,3.842105,4.017544,3.701754,3.807018,3.921053,6.0,50.0,70.0,57
Neuschwansteiner,Lager - Helles,Der HirschBrau/Privatbrauerei Höss,29,35,7,48,50,16,3,12,77,5,88,3.421875,3.401042,3.567708,3.578125,3.78125,4.7,18.0,25.0,96
Neustadt 10w30,Mild Ale - English Dark,Neustadt Springs Brewery,6,59,9,40,75,14,1,24,31,5,129,3.401316,3.611842,3.421053,3.559211,3.625,5.5,20.0,30.0,76
Never Summer Ale,Winter Warmer,Boulder Beer / Wilderness Pub,7,47,35,64,65,18,5,22,81,38,101,3.597598,3.812312,3.567568,3.635135,3.711712,6.5,35.0,50.0,333
New DogTown Pale Ale,Pale Ale - American,Lagunitas Brewing Company,24,26,8,73,47,81,1,108,88,4,47,4.078829,3.954955,3.907658,4.063063,4.092342,6.2,25.0,50.0,222
New World Porter,Porter - American,Avery Brewing Company,13,73,5,102,40,29,0,25,97,8,74,3.857809,4.061772,3.881119,3.924242,3.918415,6.7,20.0,40.0,429
Next Door AleRohrbach Brewing Company (Brewpub),Mild Ale - English Pale,Rohrbach Brewing Company (Brewpub),1,8,1,6,6,1,0,1,12,1,17,3.5,3.333333,3.666667,3.5,3.666667,5.6,15.0,25.0,3
Nicola Traditional,Kvass,Deka Brewery,6,21,3,8,55,10,0,18,1,4,62,3.3,3.35,3.15,3.3,3.05,1.2,0.0,0.0,10
Night Owl Pumpkin Ale,Pumpkin Beer,Elysian Brewing Company,11,47,7,14,36,13,2,92,19,118,40,4.0,3.933673,3.744898,3.862245,3.869898,6.7,5.0,70.0,196
Noche Buena,Bock - Traditional,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",15,30,8,21,57,7,0,11,26,7,70,3.441667,3.7,3.508333,3.441667,3.583333,5.9,20.0,30.0,60
Noel De Calabaza,Strong Ale - Belgian Dark,Jolly Pumpkin Artisan Ales,13,42,27,15,92,118,0,80,11,23,56,4.102524,4.082019,3.940063,4.105678,4.039432,9.0,25.0,50.0,317
Noire De Chambly / Chambly Noire,Brown Ale - Belgian Dark,Unibroue,15,45,25,18,89,61,0,76,22,66,58,3.656786,3.872075,3.583463,3.665367,3.74025,6.2,15.0,25.0,641
Nomad,Pilsner - Bohemian / Czech,Great Divide Brewing Company,37,23,12,64,26,21,2,18,98,10,66,3.714286,3.785714,3.857143,3.571429,3.571429,5.4,30.0,45.0,7
Nor' Easter Winter Warmer,Strong Ale - Belgian Dark,Captain Lawrence Brewing Co.,20,60,79,7,104,71,0,73,14,27,92,4.17,4.0825,4.0675,4.195,4.025,12.0,25.0,50.0,200
Nor'Easter Lager,Herb and Spice Beer,Thomas Hooker Brewing Company,10,40,17,18,76,44,0,47,27,63,84,3.463636,3.663636,3.627273,3.554545,3.527273,6.0,5.0,40.0,55
Norrlands Guld Export,Lager - European / Dortmunder Export,Spendrups Bryggeri AB,5,21,8,22,16,10,0,6,25,0,23,2.3125,2.9375,2.53125,2.46875,2.53125,5.3,23.0,29.0,16
North By Northwest Okanogan Black Ale,Brown Ale - Belgian Dark,North by Northwest Restaurant & Brewery,3,22,3,14,18,4,0,4,12,7,46,3.388889,3.833333,3.388889,3.666667,3.777778,0.0,15.0,25.0,9
Northern Hemisphere Harvest Wet Hop IPA,IPA - American,Sierra Nevada Brewing Co.,13,34,3,68,45,36,1,41,115,5,61,4.093796,4.289882,4.090473,4.200517,4.242245,6.7,50.0,70.0,1354
Northwind,Stout - Russian Imperial,Two Brothers Brewing Company,6,76,15,47,63,16,0,35,36,12,98,3.651652,3.873874,3.678679,3.744745,3.780781,9.1,50.0,90.0,333
Northwoods Lager,Lager - American,Jacob Leinenkugel Brewing Company,15,25,7,29,58,18,3,15,52,3,95,2.971154,3.394231,3.067308,3.076923,3.269231,4.9,30.0,45.0,52
Norwegian Wood,Smoked Beer,HaandBryggeriet,17,42,6,27,47,21,0,28,34,104,62,3.992347,3.936224,3.818878,3.964286,3.841837,6.5,20.0,30.0,196
Nosferatu,Red Ale - Imperial,Great Lakes Brewing Company,14,42,16,70,49,17,1,22,86,1,90,4.025099,4.17107,4.029723,4.133421,4.035007,8.0,55.0,85.0,757
Nostradamus,Strong Ale - Belgian Dark,Brasserie Caracole,6,39,48,6,72,30,0,68,4,14,47,4.005482,4.003289,3.992325,4.125,3.989035,9.0,25.0,50.0,456
Nugget Nectar,Red Ale - Imperial,Tröegs Brewing Company,28,41,11,97,84,50,0,69,139,13,90,4.3711,4.212276,4.19821,4.413555,4.395652,7.5,55.0,85.0,1955
Nut Brown Ale,Brown Ale - English,AleSmith Brewing Company,23,74,12,33,52,11,2,7,33,4,131,3.863636,3.993506,3.928571,4.097403,4.149351,5.0,15.0,25.0,77
Nut Brown Ale,Brown Ale - English,Arcadia Brewing Company,8,54,16,42,73,26,0,19,52,7,131,3.415323,3.576613,3.451613,3.451613,3.572581,6.0,15.0,25.0,124
Nut Brown Ale,Brown Ale - English,Ithaca Beer Company,8,62,18,53,62,4,0,6,35,15,168,3.668421,3.597368,3.531579,3.65,3.723684,5.4,15.0,25.0,190
